iceciCode	Parent(s)	Title	baseExclusion	baseInclusion	relevantEntity
C.3.98.05.98	C.3.98.05	Other specified explosive material or flammable object/substance			
C.3.98.05.99	C.3.98.05	Unspecified explosive material or flammable object/substance			
C.3.98.98	C.3.98	Other specified object/substance			
C.3.98.98.01	C.3.98.98	High-pressure jet			
C.3.98.98.05	C.3.98.98	Laser light and equipment			
C.3.98.98.10	C.3.98.98	Laser pointer			
C.3.98.98.28	C.3.98.98	Sharp object NEC			
C.3.98.98.38	C.3.98.98	Blunt object NEC			
C.3.98.98.48	C.3.98.98	Motor, engine NEC			
C.3.98.98.50	C.3.98.98	Dry cell battery			
C.3.98.98.55	C.3.98.98	Disc battery			
C.3.98.98.58	C.3.98.98	Battery NEC			
C.3.98.98.60	C.3.98.98	Animal cage			
C.3.98.98.70	C.3.98.98	Gastric content			
C.3.98.98.75	C.3.98.98	Excrement (human/animal)			
C.3.98.98.78	C.3.98.98	Blood, carcass, body, bone NEC (human/animal)			
C.3.98.98.80	C.3.98.98	Plastic bag			
C.3.98.98.85	C.3.98.98	Garbage, litter, trash			
C.3.98.98.88	C.3.98.98	Environmental pollution NEC			
C.3.98.98.98	C.3.98.98	Other specified object/substance			
C.3.99	C.3	 Unspecified object/substance			
C.4	CORE_MODULE	PLACE OF OCCURRENCE			
C.4.1	C.4	home	[C.4.2,C.4.2.3,C.4.6.2,C.4.8.1,C.4.8.2,C.4.2.2]		
C.4.10	C.4	Recreational area, cultural area, or public building			
C.4.10.1	C.4.10	public playground	[C.4.1,C.4.4.4]		
C.4.10.2	C.4.10	amusement park, theme park			
C.4.10.3	C.4.10	public park	[C.4.12]		
C.4.10.4	C.4.10	public building, non-cultural	[C.4.2.3]		
C.4.10.5	C.4.10	holiday park, campground			
C.4.10.6	C.4.10	public religious place			
C.4.10.8	C.4.10	other specified recreational, cultural area, or public building			
C.4.10.9	C.4.10	unspecified recreational, cultural area, or public building			
C.4.11	C.4	Commercial area (non-recreational)			
C.4.11.1	C.4.11	shop, store			
C.4.11.2	C.4.11	commercial garage	[C.4.1,C.4.7.1]		
C.4.11.3	C.4.11	office building	[C.4.3.3]		
C.4.11.8	C.4.11	other specified commercial area (non-recreational)			
C.4.11.9	C.4.11	unspecified commercial area (non-recreational)			
C.4.12	C.4	Countryside			
C.4.12.1	C.4.12	area of still water	[C.4.12.5,C.4.12.3]		
C.4.12.2	C.4.12	stream of water	[C.4.12.5]		
C.4.12.3	C.4.12	large area of water	[C.4.8.8,C.4.12.1,C.4.12.5,C.4.98]		
C.4.12.4	C.4.12	marsh, swamp	[C.4.12.5]		
C.4.12.5	C.4.12	beach, shore, bank of a body of water			
C.4.12.6	C.4.12	forest			
C.4.12.7	C.4.12	desert			
C.4.12.8	C.4.12	other specified countryside			
C.4.12.9	C.4.12	unspecified countryside			
C.4.2	C.4	Residential institution			
C.4.2.1	C.4.2	home for the elderly	[C.4.2.2]		
C.4.2.2	C.4.2	nursing home	[C.4.2.1]		
C.4.2.3	C.4.2	prison			
C.4.2.4	C.4.2	shelter for battered women and their children			
C.4.2.5	C.4.2	military institution	[C.4.4.1,C.4.3.1,C.4.2.3]		
C.4.2.8	C.4.2	other specified residential institution area			
C.4.2.9	C.4.2	unspecified residential institution area			
C.4.3	C.4	Medical service area	[C.4.2,C.4.8.1]		
C.4.3.1	C.4.3	hospital	[C.4.2.8,C.4.2.2]		
C.4.3.2	C.4.3	outpatient clinic, health centre			
C.4.3.3	C.4.3	health professional�â��s office			
C.4.3.8	C.4.3	other specified medical service area			
C.4.3.9	C.4.3	unspecified medical service area			
C.4.4	C.4	School, educational area	[C.4.8.1,C.4.2.8]		
C.4.4.1	C.4.4	school, university	[C.4.4.3,C.4.2.3,C.4.4.4,C.4.4.2]		
C.4.4.2	C.4.4	day care, kindergarten	[C.4.4.4,C.4.4.3]		
C.4.4.3	C.4.4	sports and athletics area at school, educational area			
C.4.4.4	C.4.4	playground at school, educational area			
C.4.4.8	C.4.4	other specified school, educational area			
C.4.4.9	C.4.4	unspecified school, educational area			
C.4.5	C.4	Sports and athletics area	[C.4.4.3,C.4.1]		
C.4.5.1	C.4.5	sporting grounds (outdoor)			
C.4.5.2	C.4.5	sporting hall (indoor)	[C.4.5.1]		
C.4.5.3	C.4.5	public swimming centre			
C.4.5.4	C.4.5	racetrack, racecourse			
C.4.5.5	C.4.5	equestrian facility			
C.4.5.6	C.4.5	skating rink, ice palace	[C.4.6.1,C.4.12.1,C.4.6.2]		
C.4.5.7	C.4.5	skiing or snowboarding area			
C.4.5.8	C.4.5	other specified sports and athletics area			
C.4.5.9	C.4.5	unspecified sports and athletics area			
C.4.6	C.4	Transport area: public highway, street or road			
C.4.6.1	C.4.6	roadway			
C.4.6.2	C.4.6	sidewalk	[C.4.1,C.4.7.8]		
C.4.6.3	C.4.6	cycleway			
C.4.6.8	C.4.6	other specified public highway			
C.4.6.9	C.4.6	unspecified public highway			
C.4.7	C.4	Transport area: other			
C.4.7.1	C.4.7	parking area			
C.4.7.3	C.4.7	public transport area/facility			
C.4.7.8	C.4.7	other specified transport area			
C.4.7.9	C.4.7	transport area: unspecified transport area			
C.4.8	C.4	Industrial or construction area			
C.4.8.1	C.4.8	building under construction			
C.4.8.2	C.4.8	demolition site			
C.4.8.3	C.4.8	factory/plant	[C.4.1]		
C.4.8.4	C.4.8	mine and quarry			
C.4.8.5	C.4.8	oil or gas extraction facility			
C.4.8.6	C.4.8	shipyard	[C.4.8.8,C.4.98]		
C.4.8.7	C.4.8	power station			
C.4.8.8	C.4.8	other specified industrial or construction area	[C.4.98,C.4.8.6]		
C.4.8.9	C.4.8	unspecified industrial or construction area			
C.4.9	C.4	Farm or other place of primary production	[C.4.1]		
C.4.9.1	C.4.9	area for growing crops, market gardening, horticulture	[C.4.9.3]		
C.4.9.2	C.4.9	area for raising or care of animals			
C.4.9.3	C.4.9	area for growing crops combined with raising/care of animals (mixed farming)			
C.4.9.8	C.4.9	other specified farm or other place of primary production			
C.4.9.9	C.4.9	unspecified farm or other place of primary production			
C.4.98	C.4	other specified place of occurrence	[C.4.8.8]		
C.4.99	C.4	unspecified place of occurrence			
C.5	CORE_MODULE	ACTIVITY WHEN INJURED			
C.5.1	C.5	Paid work			
C.5.1.1	C.5.1	travelling to/from paid work	[C.5.8]		
C.5.1.2	C.5.1	travelling in the course of paid work	[C.5.8]		
C.5.1.8	C.5.1	other specified paid work			
C.5.1.9	C.5.1	paid work, unspecified			
C.5.2	C.5	Unpaid work			
C.5.2.1	C.5.2	travelling to/from unpaid work	[C.5.8]		
C.5.2.2	C.5.2	travelling in the course of unpaid work	[C.5.8]		
C.5.2.8	C.5.2	other specified unpaid work			
C.5.2.9	C.5.2	unpaid work, unspecified			
C.5.3	C.5	Education			
C.5.3.1	C.5.3	physical education class, school sports	[C.5.4]		
C.5.3.8	C.5.3	other specified education			
C.5.3.9	C.5.3	unspecified education			
C.5.4	C.5	Sports and exercise during leisure time			
C.5.4.1	C.5.4	organized sports and exercise during leisure time	[C.5.3.1,C.5.1.1,C.5.5]		
C.5.4.8	C.5.4	other specified sports and exercise during leisure time	[C.5.4.1,C.5.5,C.5.1.1,C.5.3.1]		
C.5.4.9	C.5.4	unspecified as to organized nature of sports and exercise during leisure time	[C.5.5,C.5.1.1,C.5.3.1]		
C.5.5	C.5	leisure or play	[C.5.4,C.5.2]		
C.5.6	C.5	vital activity	[C.5.7,C.5.1]		
C.5.7	C.5	Being taken care of			
C.5.7.1	C.5.7	being taken care of by health care professional			
C.5.7.2	C.5.7	being taken care of by non health care person	[C.5.5]		
C.5.7.9	C.5.7	being taken care of by a person, not specified as a health care professional or non health care person	[C.5.5]		
C.5.8	C.5	travelling not elsewhere classified	[C.5.1.1,C.5.5]		
C.5.98	C.5	other specified activity			
C.5.99	C.5	unspecified activity			
C.6	CORE_MODULE	ALCOHOL USE			
C.6.1	C.6	alcohol use: no information available			
C.6.2	C.6	alcohol use: no suspicion or evidence of alcohol use by any person involved in the injury event			
C.6.3	C.6	alcohol use: suspicion or evidence of alcohol use by the injured person			
C.6.4	C.6	alcohol use: suspicion or evidence of alcohol use by other persons involved in the injury event			
C.6.5	C.6	alcohol use: suspicion or evidence of alcohol use by both the injured person and other persons involved in the injury event			
C.7	CORE_MODULE	PSYCHOACTIVE DRUG OR SUBSTANCE USE			
C.7.1	C.7	psychoactive drug or substance use: no information available			
C.7.2	C.7	psychoactive drug or substance use: no suspicion or evidence of psychoactive drug or other substance use by any person involved in the injury event			
C.7.3	C.7	psychoactive drug or substance use: suspicion or evidence of psychoactive drug or other substance use by the injured person			
C.7.4	C.7	psychoactive drug or substance use: suspicion or evidence of psychoactive drug or other substance use by other persons involved in the injury event			
C.7.5	C.7	psychoactive drug or substance use: suspicion or evidence of psychoactive drug or other substance use by both the injured person and other persons involved in the injury event			
O.1	OCCUPATIONAL_MODULE	ECONOMIC ACTIVITY			
O.1.1	O.1	economic activity: agriculture, hunting, or forestry	[O.1.14]		
O.1.10	O.1	economic activity: financial intermediation			
O.1.11	O.1	economic activity: real estate, renting, or business activities			
O.1.12	O.1	economic activity: public administration, defense, or compulsory social security			
O.1.13	O.1	economic activity: providing education			
O.1.14	O.1	economic activity: health or social work			
O.1.15	O.1	economic activity: other community, social, or personal service activities			
O.1.16	O.1	economic activity: private households with employed persons			
O.1.17	O.1	economic activity: extra-territorial organizations and bodies			
O.1.2	O.1	economic activity: fishing			
O.1.3	O.1	economic activity: mining, quarrying, extraction			
O.1.4	O.1	economic activity: manufacturing			
O.1.5	O.1	economic activity: electricity, gas, or water supply			
O.1.6	O.1	economic activity: construction			
O.1.7	O.1	economic activity: wholesale or retail trade; repair of motor vehicles, motorcycles, or personal and household goods			
O.1.8	O.1	economic activity: hotels and restaurants			
O.1.9	O.1	economic activity: transport, storage, or communications			
O.1.98	O.1	other specified economic activity			
O.1.99	O.1	unspecified economic activity			
O.2	OCCUPATIONAL_MODULE	OCCUPATION			
O.2.1	O.2	occupation: legislators, senior officials, managers			
O.2.10	O.2	occupation: armed forces			
O.2.2	O.2	occupation: professionals			
O.2.3	O.2	occupation: technicians or associate professionals			
O.2.4	O.2	occupation: clerks, secretaries			
O.2.5	O.2	occupation: service workers, shop and market sales workers			
O.2.6	O.2	occupation: skilled agriculture or fishery workers			
O.2.7	O.2	occupation: craft or related trades workers			
O.2.8	O.2	occupation: plant/machine operators or assemblers			
O.2.9	O.2	occupation: elementary occupations			
O.2.98	O.2	occupation: other specified occupation			
O.2.99	O.2	occupation: unspecified occupation			
P.1	PLACE_MODULE	INDOOR/OUTDOOR			
P.1.1	P.1	indoor/outdoor: indoor			
P.1.2	P.1	indoor/outdoor: outdoor			
P.1.9	P.1	indoor/outdoor: unspecified			
P.2	PLACE_MODULE	PART OF BUILDING OR GROUNDS			
P.2.1	P.2	part of building or grounds: bathroom, toilet			
P.2.10	P.2	part of building or grounds: stairs			
P.2.11	P.2	part of building or grounds: elevator			
P.2.12	P.2	part of building or grounds: corridor			
P.2.13	P.2	part of building or grounds: lobby			
P.2.14	P.2	part of building or grounds: garden, yard	[P.2.18,P.2.17]		
P.2.15	P.2	part of building or grounds: garage			
P.2.16	P.2	part of building or grounds: driveway			
P.2.17	P.2	part of building or grounds: swimming pool			
P.2.18	P.2	part of building or grounds: tennis court			
P.2.19	P.2	part of building or grounds: other specified sporting facility			
P.2.2	P.2	part of building or grounds: kitchen			
P.2.20	P.2	part of building or grounds: playground			
P.2.21	P.2	part of building or grounds: private road			
P.2.22	P.2	part of building or grounds: private parking area			
P.2.3	P.2	part of building or grounds: living room			
P.2.4	P.2	part of building or grounds: bedroom			
P.2.5	P.2	part of building or grounds: playroom/family room			
P.2.6	P.2	part of building or grounds: office, home office			
P.2.7	P.2	part of building or grounds: classroom			
P.2.8	P.2	part of building or grounds: canteen, cafeteria			
P.2.9	P.2	part of building or grounds: balcony			
P.2.98	P.2	part of building or grounds: other specified part of building or grounds			
P.2.99	P.2	part of building or grounds: unspecified part of building or grounds			
P.3	PLACE_MODULE	TYPE OF HOME			
P.3.1	P.3	type of home: detached house			
P.3.2	P.3	type of home: terrace house, row house			
P.3.3	P.3	type of home: apartment, flat			
P.3.4	P.3	type of home: farmhouse			
P.3.5	P.3	type of home: residential caravan, mobile home, houseboat, motor home			
P.3.6	P.3	type of home: hut			
P.3.7	P.3	type of home: boarding house, hotel			
P.3.8	P.3	type of home: other specified type of home			
P.3.9	P.3	type of home: unspecified type of home			
P.4	PLACE_MODULE	RESIDENT OF HOME			
P.4.1	P.4	resident of home: injured person			
P.4.2	P.4	resident of home: perpetrator (in cases of assault and abuse)			
P.4.3	P.4	resident of home: person other than injured person or perpetrator			
P.4.9	P.4	resident of home: unspecified person			
P.6	PLACE_MODULE	TYPE OF SCHOOL			
P.6.1	P.6	type of school: child centre, day care centre			
P.6.2	P.6	type of school: preschool, kindergarten			
P.6.3	P.6	type of school: primary school			
P.6.4	P.6	type of school: secondary school			
P.6.5	P.6	type of school: college, university			
P.6.6	P.6	type of school: adult education institution			
P.6.8	P.6	type of school: other specified type of school			
P.6.9	P.6	type of school: unspecified type of school			
P.7	PLACE_MODULE	INSIDE/OUTSIDE CITY LIMITS			
P.7.1	P.7	location of transport area: inside city limits			
P.7.2	P.7	location of transport area: outside city limits			
P.7.9	P.7	location of transport area: unspecified location of transport area			
S.1	SPORTS_MODULE	TYPE OF SPORT/EXERCISE ACTIVITY			
S.1.1	S.1	Team ball sports			
S.1.1.01	S.1.1	type of sport/exercise activity: basketball			
S.1.1.02	S.1.1	type of sport/exercise activity: football - American tackle			
S.1.1.03	S.1.1	type of sport/exercise activity: football - American touch or flag			
S.1.1.04	S.1.1	type of sport/exercise activity: football - Australian rules			
S.1.1.05	S.1.1	type of sport/exercise activity: football - other specified			
S.1.1.06	S.1.1	type of sport/exercise activity: football - unspecified			
S.1.1.07	S.1.1	type of sport/exercise activity: handball - team			
S.1.1.08	S.1.1	type of sport/exercise activity: netball			
S.1.1.09	S.1.1	type of sport/exercise activity: rugby - union			
S.1.1.10	S.1.1	type of sport/exercise activity: rugby - league			
S.1.1.11	S.1.1	type of sport/exercise activity: rugby - unspecified			
S.1.1.12	S.1.1	type of sport/exercise activity: soccer - outdoor			
S.1.1.13	S.1.1	type of sport/exercise activity: soccer - indoor			
S.1.1.14	S.1.1	type of sport/exercise activity: soccer - unspecified			
S.1.1.15	S.1.1	type of sport/exercise activity: volleyball			
S.1.1.16	S.1.1	type of sport/exercise activity: walleyball			
S.1.1.98	S.1.1	type of sport/exercise activity: other specified team ball sport			
S.1.1.99	S.1.1	type of sport/exercise activity: unspecified team ball sport			
S.1.10	S.1	Racquet sports			
S.1.10.01	S.1.10	type of sport/exercise activity: badminton			
S.1.10.02	S.1.10	type of sport/exercise activity: racquetball			
S.1.10.03	S.1.10	type of sport/exercise activity: squash			
S.1.10.04	S.1.10	type of sport/exercise activity: table tennis/ping-pong			
S.1.10.05	S.1.10	type of sport/exercise activity: tennis			
S.1.10.98	S.1.10	type of sport/exercise activity: other specified racquet sport			
S.1.10.99	S.1.10	type of sport/exercise activity: unspecified racquet sport			
S.1.11	S.1	Target/precision sports			
S.1.11.01	S.1.11	type of sport/exercise activity: archery			
S.1.11.02	S.1.11	type of sport/exercise activity: bocce, boules, petanque			
S.1.11.03	S.1.11	type of sport/exercise activity: billiards, pool, snooker			
S.1.11.04	S.1.11	type of sport/exercise activity: lawn bowling			
S.1.11.05	S.1.11	type of sport/exercise activity: croquet			
S.1.11.06	S.1.11	type of sport/exercise activity: darts			
S.1.11.07	S.1.11	type of sport/exercise activity: golf			
S.1.11.08	S.1.11	type of sport/exercise activity: ten-pin bowling			
S.1.11.09	S.1.11	type of sport/exercise activity: firearm shooting	[S.1.11.11]		
S.1.11.10	S.1.11	type of sport/exercise activity: bb or pellet gun shooting			
S.1.11.11	S.1.11	type of sport/exercise activity: paintball gun shooting			
S.1.11.98	S.1.11	type of sport/exercise activity: other specified target/precision sport			
S.1.11.99	S.1.11	type of sport/exercise activity: unspecified target/precision sports			
S.1.12	S.1	Combative sports			
S.1.12.01	S.1.12	type of sport/exercise activity: aikido			
S.1.12.02	S.1.12	type of sport/exercise activity: boxing			
S.1.12.03	S.1.12	type of sport/exercise activity: fencing			
S.1.12.04	S.1.12	type of sport/exercise activity: judo			
S.1.12.05	S.1.12	type of sport/exercise activity: jujitsu			
S.1.12.06	S.1.12	type of sport/exercise activity: karate			
S.1.12.07	S.1.12	type of sport/exercise activity: kendo			
S.1.12.08	S.1.12	type of sport/exercise activity: kick-boxing			
S.1.12.09	S.1.12	type of sport/exercise activity: kung fu			
S.1.12.10	S.1.12	type of sport/exercise activity: tae kwon do			
S.1.12.11	S.1.12	type of sport/exercise activity: wrestling - freestyle			
S.1.12.12	S.1.12	type of sport/exercise activity: wrestling - Greco-roman			
S.1.12.13	S.1.12	type of sport/exercise activity: wrestling - professional (entertainment style)			
S.1.12.14	S.1.12	type of sport/exercise activity: self defense training			
S.1.12.98	S.1.12	type of sport/exercise activity: other specified combative sport			
S.1.12.99	S.1.12	type of sport/exercise activity: unspecified combative sport			
S.1.13	S.1	Power sports			
S.1.13.01	S.1.13	type of sport/exercise activity: power lifting			
S.1.13.02	S.1.13	type of sport/exercise activity: Olympic weightlifting			
S.1.13.03	S.1.13	type of sport/exercise activity: strength training/body building			
S.1.13.04	S.1.13	type of sport/exercise activity: timber-related sports			
S.1.13.98	S.1.13	type of sport/exercise activity: other specified power sport			
S.1.13.99	S.1.13	type of sport/exercise activity: unspecified power sport			
S.1.14	S.1	Equestrian activities			
S.1.14.01	S.1.14	type of sport/exercise activity: equestrian activities: dressage			
S.1.14.02	S.1.14	type of sport/exercise activity: equestrian activities: endurance riding			
S.1.14.03	S.1.14	type of sport/exercise activity: equestrian activities: venting			
S.1.14.04	S.1.14	type of sport/exercise activity: equestrian activities: mustering or stock work			
S.1.14.05	S.1.14	type of sport/exercise activity: polo/polocrosse			
S.1.14.06	S.1.14	type of sport/exercise activity: pony club			
S.1.14.07	S.1.14	type of sport/exercise activity: equestrian activities: racing			
S.1.14.08	S.1.14	type of sport/exercise activity: rodeo			
S.1.14.09	S.1.14	type of sport/exercise activity: equestrian activities: show jumping			
S.1.14.10	S.1.14	type of sport/exercise activity: equestrian activities: steeplechase			
S.1.14.11	S.1.14	type of sport/exercise activity: trail or general horseback riding			
S.1.14.12	S.1.14	type of sport/exercise activity: equestrian activities: trotting/harness			
S.1.14.98	S.1.14	type of sport/exercise activity: other specified equestrian activity			
S.1.14.99	S.1.14	type of sport/exercise activity: unspecified equestrian activity			
S.1.15	S.1	Adventure sports			
S.1.15.01	S.1.15	type of sport/exercise activity: adventure sports: abseiling/rappelling			
S.1.15.02	S.1.15	type of sport/exercise activity: hiking			
S.1.15.03	S.1.15	type of sport/exercise activity: mountaineering			
S.1.15.04	S.1.15	type of sport/exercise activity: orienteering/rogaining			
S.1.15.05	S.1.15	type of sport/exercise activity: river rafting			
S.1.15.06	S.1.15	type of sport/exercise activity: rock climbing			
S.1.15.07	S.1.15	type of sport/exercise activity: bungee jumping			
S.1.15.98	S.1.15	type of sport/exercise activity: other specified adventure sport			
S.1.15.99	S.1.15	type of sport/exercise activity: unspecified adventure sport			
S.1.16	S.1	Wheeled motor sports			
S.1.16.01	S.1.16	type of sport/exercise activity: riding an all-terrain vehicle (ATV)			
S.1.16.02	S.1.16	type of sport/exercise activity: motorcycling			
S.1.16.03	S.1.16	type of sport/exercise activity: motor car racing			
S.1.16.04	S.1.16	type of sport/exercise activity: go-carting/carting			
S.1.16.05	S.1.16	type of sport/exercise activity: motorized scootering			
S.1.16.98	S.1.16	type of sport/exercise activity: other specified motor sport			
S.1.16.99	S.1.16	type of sport/exercise activity: unspecified motor sport			
S.1.17	S.1	Wheeled non-motored sports			
S.1.17.01	S.1.17	type of sport/exercise activity: cycling - BMX			
S.1.17.02	S.1.17	type of sport/exercise activity: cycling - mountain			
S.1.17.03	S.1.17	type of sport/exercise activity: cycling - road			
S.1.17.04	S.1.17	type of sport/exercise activity: cycling - track/velodrome			
S.1.17.05	S.1.17	type of sport/exercise activity: cycling - other specified			
S.1.17.06	S.1.17	type of sport/exercise activity: cycling - unspecified			
S.1.17.07	S.1.17	type of sport/exercise activity: in-line skating/rollerblading			
S.1.17.08	S.1.17	type of sport/exercise activity: roller skating			
S.1.17.09	S.1.17	type of sport/exercise activity: skate boarding			
S.1.17.10	S.1.17	type of sport/exercise activity: scootering			
S.1.17.11	S.1.17	type of sport/exercise activity: spinning/stationary bike riding			
S.1.17.12	S.1.17	type of sport/exercise activity: street luge			
S.1.17.98	S.1.17	type of sport/exercise activity: other specified wheeled non-motored sport			
S.1.17.99	S.1.17	type of sport/exercise activity: unspecified wheeled non-motored sport			
S.1.18	S.1	Multidiscipline sports			
S.1.18.01	S.1.18	type of sport/exercise activity: biathlon - cross-country skiing event			
S.1.18.02	S.1.18	type of sport/exercise activity: biathlon - shooting event			
S.1.18.03	S.1.18	type of sport/exercise activity: biathlon - unspecified event			
S.1.18.04	S.1.18	type of sport/exercise activity: decathlon - 100 metre event			
S.1.18.05	S.1.18	type of sport/exercise activity: decathlon - 400 metre event			
S.1.18.06	S.1.18	type of sport/exercise activity: decathlon - 1,500 metre event			
S.1.18.07	S.1.18	type of sport/exercise activity: decathlon - 110-metre hurdles event			
S.1.18.08	S.1.18	type of sport/exercise activity: decathlon - long jump event			
S.1.18.09	S.1.18	type of sport/exercise activity: decathlon - high jump event			
S.1.18.10	S.1.18	type of sport/exercise activity: decathlon - shot putt event			
S.1.18.11	S.1.18	type of sport/exercise activity: decathlon - discus event			
S.1.18.12	S.1.18	type of sport/exercise activity: decathlon - javelin event			
S.1.18.13	S.1.18	type of sport/exercise activity: decathlon - pole vault event			
S.1.18.14	S.1.18	type of sport/exercise activity: decathlon - unspecified event			
S.1.18.15	S.1.18	type of sport/exercise activity: heptathlon - 200 metre event			
S.1.18.16	S.1.18	type of sport/exercise activity: heptathlon - 100-metre hurdles event			
S.1.18.17	S.1.18	type of sport/exercise activity: heptathlon - high jump event			
S.1.18.18	S.1.18	type of sport/exercise activity: heptathlon - long jump event			
S.1.18.19	S.1.18	type of sport/exercise activity: heptathlon - javelin event			
S.1.18.20	S.1.18	type of sport/exercise activity: heptathlon - shot putt event			
S.1.18.21	S.1.18	type of sport/exercise activity: heptathlon - 800 metre event			
S.1.18.22	S.1.18	type of sport/exercise activity: heptathlon - unspecified event			
S.1.18.23	S.1.18	type of sport/exercise activity: modern pentathlon - shooting event			
S.1.18.24	S.1.18	type of sport/exercise activity: modern pentathlon - fencing event			
S.1.18.25	S.1.18	type of sport/exercise activity: modern pentathlon - swimming event			
S.1.18.26	S.1.18	type of sport/exercise activity: modern pentathlon - equestrian event			
S.1.18.27	S.1.18	type of sport/exercise activity: modern pentathlon - running event			
S.1.18.28	S.1.18	type of sport/exercise activity: modern pentathlon - unspecified event			
S.1.18.29	S.1.18	type of sport/exercise activity: triathlon - cycling event			
S.1.18.30	S.1.18	type of sport/exercise activity: triathlon - running event			
S.1.18.31	S.1.18	type of sport/exercise activity: triathlon - swimming event			
S.1.18.32	S.1.18	type of sport/exercise activity: triathlon - unspecified event			
S.1.18.98	S.1.18	type of sport/exercise activity: other specified multidiscipline sport			
S.1.18.99	S.1.18	type of sport/exercise activity: unspecified multidiscipline sport			
S.1.19	S.1	Aero (non-motored) sports			
S.1.19.01	S.1.19	type of sport/exercise activity: aerobatics			
S.1.19.02	S.1.19	type of sport/exercise activity: gliding			
S.1.19.03	S.1.19	type of sport/exercise activity: hang gliding			
S.1.19.04	S.1.19	type of sport/exercise activity: parachuting/sky diving			
S.1.19.05	S.1.19	type of sport/exercise activity: paragliding/parasailing			
S.1.19.06	S.1.19	type of sport/exercise activity: hot air ballooning			
S.1.19.98	S.1.19	type of sport/exercise activity: other specified aero sport			
S.1.19.99	S.1.19	type of sport/exercise activity: unspecified aero sport			
S.1.2	S.1	Team bat or stick sports			
S.1.2.01	S.1.2	type of sport/exercise activity: baseball			
S.1.2.02	S.1.2	type of sport/exercise activity: cricket			
S.1.2.03	S.1.2	type of sport/exercise activity: hockey - ice			
S.1.2.04	S.1.2	type of sport/exercise activity: hockey - street/ball			
S.1.2.05	S.1.2	type of sport/exercise activity: hockey - field			
S.1.2.06	S.1.2	type of sport/exercise activity: hockey - floor			
S.1.2.07	S.1.2	type of sport/exercise activity: hockey - other specified			
S.1.2.08	S.1.2	type of sport/exercise activity: hockey - unspecified			
S.1.2.09	S.1.2	type of sport/exercise activity: ringette			
S.1.2.10	S.1.2	type of sport/exercise activity: softball			
S.1.2.11	S.1.2	type of sport/exercise activity: t-ball			
S.1.2.98	S.1.2	type of sport/exercise activity: other specified team bat or stick sport			
S.1.2.99	S.1.2	type of sport/exercise activity: unspecified team bat or stick sport			
S.1.20	S.1	Other school-related recreational activities			
S.1.20.01	S.1.20	type of sport/exercise activity: school physical education class			
S.1.20.02	S.1.20	type of sport/exercise activity: school free play			
S.1.20.98	S.1.20	type of sport/exercise activity other specified school sport/exercise activity			
S.1.20.99	S.1.20	type of sport/exercise activity: unspecified school sport/exercise activity			
S.1.3	S.1	Team water sports			
S.1.3.01	S.1.3	type of sport/exercise activity: rescue and resuscitation			
S.1.3.02	S.1.3	type of sport/exercise activity: synchronized swimming	[S.1.5]		
S.1.3.03	S.1.3	type of sport/exercise activity: underwater hockey			
S.1.3.04	S.1.3	type of sport/exercise activity: water polo			
S.1.3.98	S.1.3	type of sport/exercise activity: other specified team water sport			
S.1.3.99	S.1.3	type of sport/exercise activity: unspecified team water sport			
S.1.4	S.1	Boating sports			
S.1.4.01	S.1.4	type of sport/exercise activity: canoeing			
S.1.4.02	S.1.4	type of sport/exercise activity: jet skiing			
S.1.4.03	S.1.4	type of sport/exercise activity: kayaking/white-water rafting			
S.1.4.04	S.1.4	type of sport/exercise activity: power boat racing			
S.1.4.05	S.1.4	type of sport/exercise activity: rowing/sculling			
S.1.4.06	S.1.4	type of sport/exercise activity: surf boating			
S.1.4.07	S.1.4	type of sport/exercise activity: yachting/sailing			
S.1.4.98	S.1.4	type of sport/exercise activity: other specified boating sport			
S.1.4.99	S.1.4	type of sport/exercise activity: unspecified boating sport			
S.1.5	S.1	Individual water sports			
S.1.5.01	S.1.5	type of sport/exercise activity: diving - platform	[S.1.5.13]		
S.1.5.02	S.1.5	type of sport/exercise activity: diving - springboard			
S.1.5.03	S.1.5	type of sport/exercise activity: diving - unspecified			
S.1.5.04	S.1.5	type of sport/exercise activity: fishing			
S.1.5.05	S.1.5	type of sport/exercise activity: scuba diving			
S.1.5.06	S.1.5	type of sport/exercise activity: snorkeling			
S.1.5.07	S.1.5	type of sport/exercise activity: surfing/boogie boarding	[S.1.5.12]		
S.1.5.08	S.1.5	type of sport/exercise activity: surf life saving			
S.1.5.09	S.1.5	type of sport/exercise activity: swimming - competitive	[S.1.5.14]		
S.1.5.10	S.1.5	type of sport/exercise activity: water skiing			
S.1.5.11	S.1.5	type of sport/exercise activity: water tubing			
S.1.5.12	S.1.5	type of sport/exercise activity: wind surfing			
S.1.5.13	S.1.5	type of sport/exercise activity: diving -cliff			
S.1.5.14	S.1.5	type of sport/exercise activity: swimming - recreational			
S.1.5.98	S.1.5	type of sport/exercise activity: other specified individual water sport			
S.1.5.99	S.1.5	type of sport/exercise activity: unspecified individual water sport			
S.1.6	S.1	Ice or snow sports			
S.1.6.01	S.1.6	type of sport/exercise activity: bobsledding			
S.1.6.02	S.1.6	type of sport/exercise activity: curling			
S.1.6.03	S.1.6	type of sport/exercise activity: ice skating/ice dancing	[S.1.6.14]		
S.1.6.04	S.1.6	type of sport/exercise activity: luge			
