"Code 1"	"Code 2"	"Code 3"	"Original Source"	"Original Code"	"English Title"	"Chinese Title"	"Japanese Title"	"Korean Title"	"English Definition"	"Chinese Definition"	"Japanese Definition"	"Korean Definition"	"Type"
"25"	"01"	150	"GB 95?"	18	"Pattern of nutrient qi and defense qi disharmony"	"营卫不和证"			"It is caused by defense qi in deficiency and nutrient qi in excess, or defense qi in excess and nutrient qi in deficiency. The common clinical manifestations include mild general fever, or slight aversion to wind, occasional sweating, slow pulse, etc."	"卫弱营强，或卫强营弱，以身微热或微恶风寒，时有汗出，脉缓等为常见症的证候。"			"P"
"25"	"01"	210	"KCDOM-3"	"U58.5"	"Pattern of heat entering the blood aspect"	"熱入血分證"		"열입혈분증"	"a Pattern marked by fever, impaired consciousness, bleeding and deep crimson tongue"				"P"
"25"	"01"	300	"GB 95?"	13	"Pattern of nutrient aspect (exuberant heat)"	"营分（热盛）证"			"It is caused by the interior sinking of pathogenic warmth and heat that cosume blood and disturb heart and spirit. The common clinical manifestations include general fever which is severe at night, dysphoria, insomnia, coma and delirium, macula, reddish and purplish tongue, thin rapid pulse, etc."	"温热病邪内陷，营阴受损，心神被扰，以身热夜甚，心烦不寐，神昏谵语，斑疹隐隐，舌质红绛，脉细而数等为常见症的证候。"			"P"
"25"	"01"	320	"KCDOM-3"	"U58.4"	"Pattern of heat entering the nutrient aspect"	"熱入營分證"		"열입영분증"					"P"
"25"	"01"	321	"GB 95?"	15	"Pattern of heat entering the nutrient-blood"	"热入营血证"			"It is caused by the invasion of pathogenic warm-heat deep into nutrient aspect and blood aspect, consequently leading to the damage of blood and disturbance of heart and spirit. The common clinical manifestations include general fever which gets severe at night, dysphoria, insomnia, or coma, thirst without much drinking, indistinct macula, or bleeding, constipation, yellow urine, purplish tongue, thin and rapid pulse, etc."	"温热病邪深入营血分，伤耗阴血，扰乱心神，以身热夜甚，心烦不寐，或神昏，渴不多饮，斑疹隐隐，或出血，便结尿黄，舌绛，脉细数等为常见症的证候。"			"P"
"25"	"01"	330	"GB 95?"	43	"Pattern of heat [fire] toxin entering [sinking] into the nutrient aspect"	"热[火]毒入[陷]营证"			"It is caused by the invasion of heat toxin into nutrient blood. The common clinical manifestations include general fever which gets severe at night, indistinct macula, coma and delirium, thirst without much drinking, constipation, yellow urine, purplish tongue, thin and rapid pulse, etc."	"火热毒邪侵入营血，以身热夜甚，斑疹隐隐，神昏谵语，渴不多饮，便结尿黄，舌绛，脉细数等为常见症的证候。"			"P"
"25"	"01"	410	"KCDOM-3"	"U58.1"	"Pattern of dampness obstructing defense-yang"	"濕遏衛陽證"		"습알위양증"					"P"
"25"	"01"	510	"KCDOM-3"	"U58.0"	"Pattern of warm attacking the lung defense"	"溫邪侵襲肺衛證"		"온사침습폐위증"					"P"
"25"	"02"				"Patterns of the Exterior and Skin"								"P"
"25"	"02"	"100"			"Patterns of the Skin"								"P"
"25"	"02"	110	"GB 95?"	11	"Pattern of skin malnutrition"	"肌肤失养证"			"It is caused by deficiency of blood and yin fluid that fail to nourish the skin. The common clinical manifestations include dry and unsmooth skin, pruritus, numbness, scaling or rhagas of skin, even scaly skin, light-colored tongue, thin pulse, etc."	"因血液及阴精亏少，肌肤失养，以皮肤干燥粗糙、瘙痒或麻木、脱屑、开裂，甚至肌肤甲错，舌淡脉细等为常见症的证候。"			"P"
"25"	"02"	120	"GB 95?"	9	"Pattern of stasis and stagnation in the skin"	"瘀滞肌肤证"			"It is caused by stagnation of blood stasis in the skin. The common clinical manifestations include dry and rough skin, or blood streak, or dark purplish plaques, itch and pain, or scaly skin, or numbness of skin, floating, thin and unsmooth pulse, etc."	"瘀血阻滞肌肤，以皮肤干燥、粗糙，或为血丝红缕，或为紫暗斑块，痒痛不适，或见肌肤甲错，或肌肤顽麻不仁，脉浮细涩等为常见症的证候。"			"P"
"25"	"02"	130	"GB 95?"	10	"Pattern of cold congealment with inhibited blood in the skin"	"寒凝血涩肌肤证"			"It is caused by accumulation of pathogenic cold that leads to qi stagnation and blood stasis in the skin. The common clinical manifestations include cold limbs, even cold pain, dark purplish skin, or rhagas, frostbite, pale purplish tongue, deep and thin pulse, etc."	"寒邪凝滞，气血瘀结于肌肤，以肢端厥冷，甚至冷痛，肤色紫暗，或为皲裂、冻疮，舌淡紫，脉沉细等为常见症的证候。"			"P"
"25"	"02"	140	"GB 95?"	6	"Pattern of heat [fire] toxin accumulating and binding in the skin"	"热[火]毒蕴结肌肤证"			"It is caused by accumulation of pathogenic fire and heat and toxin in the skin. The common clinical manifestations include sore, furuncle and carbuncle of skin, redness, swelling and burning pain, ulceration, suppuration, or redness, burning sensation and erosion of skin, thirst, constipation, reddish tongue with yellow coating, rapid pulse, etc."	"火热毒邪蕴结皮肤肌肉，以皮肉生疮疖痈疡，红肿灼痛，溃烂流脓，或皮肤焮红、灼热、糜烂，口渴，便秘，舌红、苔黄、脉数等为常见症的证候。"			"P"
"25"	"02"	"200"			"Patterns of Wind"								"P"
"25"	"02"	210	"GB 95?"	2	"Pattern of wind-heat invading the exterior [defense]"	"风热犯表[卫]证"			"It is caused by the invasion of pathogenic wind and heat into the skin. The common clinical manifestations include fever, slight aversion to wind, olighidria, general malaise, headache, slight thirst, or pharyngalgia, redness of margin and tip of tongue with thin and yellow coating, floating and rapid pulse, etc."	"风热之邪侵袭肤表，以发热，微恶风寒，少汗，全身不适，头痛，口微渴，或有咽痛，舌边尖红，苔薄黄，脉浮数等为常见症的证候。"			"P"
"25"	"02"	220	"GB 95?"	1	"Pattern of wind-cold [pathogenic cold] fettering the exterior"	"风寒[寒邪]束表证"			"It is caused by the invasion of pathogenic wind and cold into the skin that leads to obstruction of interstitial space. The common clinical manifestations include severe aversion to cold, or fever, no sweating, pain of the head and body, or stuffy nose, clear nasal discharge, asthma, thin and white tongue coating, floating and tight pulse, etc."	"风寒之邪侵袭肤表，腠理闭塞，以恶寒甚，或有发热，无汗，头身疼痛，或鼻塞流清涕，气喘，苔薄白，脉浮紧等为常见症的证候。"			"P"
"25"	"02"	230	"GB 95?"	5	"Pattern of exterior [wind] dryness assailing the exterior"	"外[风]燥袭表证"			"It is caused by the invasion of pathogenic wind and dryness into the skin that leads to disturbance of defense qi. The common clinical manifestations include mild fever, aversion to wind and cold, headache, no sweating, dry throat, dry nose, thirst, floating pulse, etc."	"风燥外邪侵袭肤表，卫气失调，以微有发热，恶风寒，头痛，无汗，咽干鼻燥，口渴，脉浮等为常见症的证候。"			"P"
"25"	"02"	240	"GB 95?"	3	"Pattern of wind-dampness assailing the exterior"	"风湿袭表证"			"It is caused by the invasion of pathogenic wind and dampness into the skin that obstructs defense qi. The common clinical manifestations include aching, distension and heaviness of the body, dizziness, heaviness of the head, aversion to cold with fever, no abatement of fever after sweating, chest distress, no thirst, white and greasy tongue coating, soggy and moderate pulse, etc."	"风湿之邪侵袭肌表，阻遏卫气，以全身酸胀困重，头晕且重，恶寒发热，有汗而热不解，胸闷，口不渴，苔白滑，脉濡缓等为常见症的证候。"			"P"
"25"	"02"	"300"			"Other Patterns of Defense"								"P"
"25"	"02"	301	"GB 95?"	4	"Pattern of summer-dampness assailng the exterior"	"暑湿袭表证"			"It is caused by the invasion of pathogenic summer-dampness into the skin that leads to disturbance of defense qi in summer. The common clinical manifestations include fever, slight aversion to wind, heaviness and lassitude of the body, no sweating, or sweating, thirst, reddish tongue with yellow coating, soggy and rapid pulse, etc."	"暑季因暑湿之邪侵袭肤表，卫气失调，以发热，微恶风寒，身重困倦，无汗或有汗，口渴，舌红苔黄，脉濡数等为常见症的证候。"			"P"
"25"	"02"	400	"GB 95?"	7	"Pattern of wind and water (struggle)"	"风水（相搏）证"			"It is caused by exogenous pathogenic wind that prevents the lung from diffusing normally and leads to flood of water and dampness in the skin. The common clinical manifestations include sudden dropsy of eyelids, head, face and limbs, or wheal and lump, slight aversion to wind, oliguria, floating pulse, etc."	"外感风邪，肺卫失宣，水湿浸淫肌肤，以突起眼睑、头面、四肢水肿，或起风团肿块，微恶风寒，小便短少，脉浮等为常见症的证候。"			"P"
"25"	"02"	500	"GB 95?"	8	"Pattern of exterior block and water retention"	"表闭水停证"			"It is caused by exogenous pathogenic factors that fetter the exterior, resulting in stagnation of the skin, blockage of water passage, and interior retention of water and dampness. The common clinical manifestations include aversion to wind and cold, aching pain of the head and body, no sweating, dysuria, dropsy of limbs, specially dropsy of the head and face, floating pulse, etc."	"外邪束表，肤表闭塞，水道不利，水湿内停，以恶风寒，头身酸痛，无汗，小便不利，肢体浮肿，头面尤甚，脉浮等为常见症的证候。"			"P"
"25"	"03"				"Patterns of Interior and Exterior"								"P"
"25"	"03"	100	"KMPC"	3.3	"interior Pattern"		"裏証"		"a general term for patterns that indicate the existence of disease in the interior of the body such as bowels and viscera, qi and blood, or bone marrow."		"体内にある臓腑などの症候"		"P"
"25"	"03"	200	"KMPC"	3.2	"half-exterior half-interior Pattern"		"半表半裏"		"Various patterns that arise due to pain that lies between the exterior and interior of the body: fluctuation of cold and heat, full and asphyxiated feeling of the chest and ribs, dryness of mouth and throat, sick feeling and lack of appetite, and string-like pulse express themselves"		"表と裏の間の症候"		"P"
"25"	"03"	300	"KMPC"	3.1	"exterior Pattern"		"表証"		"a general term for patterns that occur chiefly at the early stage of external contractions affecting the exterior part of the body, characterized by a sudden onset, aversion to cold or to wind, fever, headache, generalized pain, thin tongue coating, and floating pulse."		"体表にある肌膚・筋脈などの症候"		"P"
"26"			"KCDOM-3"	"U60-U63"	"Disease Pattern of Qi-Blood-Yin-Yang-Fluid-Humor"	"氣血陰陽津液病證"		"기혈음양진액병증"					"P"
"26"	"01"		"KCDOM-3"	"U60"	"Disease Pattern of Qi"	"氣病證"		"기병증"					"P"
"26"	"01"	100	"KMPC and KCDOM-3"	"U60.0"	"Qi deficiency pattern"	"氣虛證"	"気虚"	"기허증"	"a Pattern of deficiency of genuine qi with diminished function of internal organs, marked by shortness of breath, lassitude, listlessness, spontaneous sweating, pale tongue and weak pulse"		" 
気が欠乏すること"		"P"
"26"	"01"	200	"KMPC and KCDOM-3 and GB"	"U60.3"	"Qi stagnation / depression Pattern"	"气滞证"	"気うつ OR 気滞"	"기체증"	"A pattern resulting from stagnation of qi, marked by intermittent thoracic, hypochondriac, epigastric and abdominal distention or pain, often ameliorated by sighing or belching"	"某些脏腑或局部气机阻滞，以胸胁脘腹胀闷疼痛，时轻时重，走窜不定，胀痛常随太息、嗳气、肠鸣、矢气而减，脉弦等为常见症的证候。"	"気が滞り、気分が鬱ぎがちになること．
気が滞り、腹満などの機能障害を生じること"		"P"
"26"	"01"	300	"KMPC and KCDOM-3"	"U60.4"	"Qi counterflow Pattern"	"氣逆證"	"気逆"	"기역증"	"a Pattern arising when qi moves abnormally upward, manifested by cough and dyspnea, or nausea, vomiting, hiccup, belching or even hematemesis, or feeling of gas ascending from the lesser  abdomen to the chest or throat with distension and oppression, headache and vertigo"		"気が上逆すること"		"P"
"26"	"01"	400	"KCDOM-3"	"U60.1"	"Qi fall; Qi sinking Pattern"	"氣陷證"		"기함증"	"a pathological change of deficient qi marked by failure in its lifting or holding function, also known as qi sinking"				"P"
"26"	"01"	500	"KCDOM-3"	"U60.5"	"Qi block Pattern"	"氣閉證"		"기폐증"	"a Pattern marked by sudden loss of consciousness with restlessness, trismus and contracture of limbs, or by colicky pain in the chest and abdomen, or by sudden onset of panting with cyanosis, or by fecal retention and urinary block"				"P"
"26"	"01"	600	"KCDOM-3"	"U60.2"	"Qi collapse Pattern"	"氣脫證"		"기탈증"	"a Pattern marked by sudden appearance of profuse sweating, somber pale complexion, cyanotic lips, cold extremities, feeble breathing, even fainting or loss of consciousness with incontinence of urine, pale tongue and hardly perceptible pulse"				"P"
"26"	"01"	700	"GB 95?"	35	"Pattern of water [qi] retention"	"水停[气]证"			"It is caused by the retention of water and dampness inside body. The common clinical manifestations include edema of limb, dysuria, enlarged abdomen with stuffiness and distension, heaviness sensation of the body, pale enlarged tongue with white greasy coating, soggy and moderate pulse, etc."	"水湿停聚体内，以肢体浮肿，小便不利，或腹大痞胀，身体困重，舌淡胖，苔白滑，脉濡缓等为常见症的证候。"			"P"
"26"	"02"		"KCDOM-3"	"U61"	"Disease Pattern of Blood"	"血病證"		"혈병증"					"P"
"26"	"02"	100	"KMPC and KCDOM-3 and GB"	"U61.0"	"Blood deficiency Pattern"	"血虚证"	"血虚"	"혈허증"	"A pattern marked by pale or sallow complexion, pale lips and nails, dizziness, dimmed vision, palpitations, numbness of extremities and fine pulse.  In women it may manifest as  scanty, light-colored menstrual blood, irregular menstruation or amenorrhoea, thin pulse."	"血液亏虚，脏腑、经络、形体失养，以面色淡白或萎黄，唇舌爪甲色淡，头晕眼花，心悸多梦，手足发麻；妇女月经量少，色淡，愆期或闭经，脉细等为常见症的证候。"	"血が欠乏すること.臨床的には貧血や皮膚の 乾燥萎縮などの栄養不良状態として現れる ことが多い。 "		"P"
"26"	"02"	200	"KMPC and KCDOM-3 and GB"	"U61.2"	"Blood stasis Pattern ( OKETSU)"	"血瘀证"	"瘀血"	"혈어증"	"A pattern marked by formation of visible painful and tender purple mass, or abdominal mass with stabbing pain and tenderness, or bleeding of dark purple blood with clots, dark purple tongue, and fine choppy or irregular pulse.  It is caused by the interior obstruction of blood stasis which leads to unsmooth blood circulation."	"瘀血内阻，血行不畅，以局部出现青紫肿块、疼痛拒按，或腹内癥块、刺痛不移、拒按，或出血紫暗成块，舌紫或有斑点，脉弦涩等为常见症的证候。"	"瘀血は「血が滞ること」を意味するが、その存 在の臨床的な意義は以下のように広汎であ る。 １）月経異常　２）月経関連症状および疾病 ３）妊娠、出産および閉経に伴う症状や疾病 ４）外傷、打撲あるいは、その他の炎症に関 連した症状および疾病　５）血液凝固異常や 末梢循環異常に関連した症状及び疾病 "		"P"
"26"	"02"	300	"KCDOM-3 and GB"	"U61.1"	"Blood collapse Pattern"	"血脱证"		"혈탈증"	"A critical pattern occurring in cases of acute massive bleeding, marked by pallor, dizziness, palpitations, faint and short breathing, cold extremities and even mental confusion, pale tongue, hollow pulse or hardly perceptible pulse"	"突然大量出血或长期反复出血，血液亡脱于外，以面色苍白，头晕眼花，心悸怔忡，气微而短，四肢清冷，舌淡脉芤等为常见症的证候。"			"P"
"26"	"02"	400	"KCDOM-3"	"U61.5"	"Blood heat Pattern"	"血熱證"		"혈열증"	"a Pattern that occurs when exuberant pathogenic heat enters the blood aspect and is manifested by fever, nose-bleeds, vomiting of blood, expectoration of blood, bloody stool, skin eruptions, or advanced periods with profuse bright-red menstrual discharge, vexation, or even delirium and convulsions, deep crimson tongue and rapid string-like pulse"				"P"
"26"	"02"	500	"KCDOM-3"	"U61.4"	"Blood cold Pattern"	"血寒證"		"혈한증"	"a Pattern that arises when congealing cold and qi stagnation inhibit the movement of blood and give rise to blood stasis, commonly manifested by cold pain of the extremities with dark purple skin or cramps in the lesser abdomen that are relieved by warmth and exacerbated by cold, delayed menstruation and dark purple menstrual discharge with blood clots, white tongue coating and sunken, slow and choppy pulse"				"P"
"26"	"02"	600	"KCDOM-3"	"U61.3"	"Blood dryness Pattern"	"血燥證"		"혈조증"					"P"
"26"	"03"		"KCDOM-3"	"U63"	"Disease Pattern of Fluid and Humor"	"津液病證"		"진액병증"					"P"
"26"	"03"	100	"KCDOM-3 and GB"	"U63.0"	"Pattern of fluid-humor defciency / depletion"	"津液亏虚证"		"진액휴손증"	"It is caused by deficiency of the body fluid that fails to nourish the viscera and tissues. The common clinical manifestations include dry mouth and throat, parched lips or cheilosis, thirst with desire to drink, oliguria, dry stool, reddish tongue with scanty fluid, thin, rapid and feeble pulse, etc."	"津液亏少，脏腑组织失却濡养，以口燥咽干，唇焦或裂，渴欲饮水，小便短少，大便干结，舌红少津，脉细数无力等为常见症的证候。"			"P"
"26"	"03"	200	"KMPC"	6.7	"humor collapse pattern"		"亡津液"		"a severe case of fluid deficiency Pattern, marked by parched or cracked lips, withered skin, sunken eyes, tinnitus, oliguria and dry fecal binding, reddened tongue with no moisture and fine weak pulse"				"P"
"26"	"03"	310	"KCDOM-3"	"U63.5"	"Heat-phlegm Pattern"	"熱痰證"		"열담증"	"a Pattern arising when turbid phlegm combined with pathogenic heat accumulates in the lung and harasses the heart, marked by cough with yellowish expectoration, vexing stuffiness in the chest,
fever, thirst, palpitations, insomnia, short voidings of deep-colored urine, reddened tongue with yellow greasy slimy coating and rapid slippery pulse"				"P"
"26"	"03"	320	"KCDOM-3 and GB"	"U63.4"	"Cold-phlegm Pattern"	"寒痰证"		"한담증"	"A pattern marked by cough with whitish expectoration, dyspnea or wheezing, aversion to cold with cold limbs, white slimy tongue coating, and wiry slippery or tense pulse.  It is caused by the coagulation of pathogenic cold and turbid phlegm."	"寒邪与痰浊凝滞，以咯吐白痰，胸闷脘痞，气喘哮鸣，恶寒肢冷，苔白腻，脉弦滑或弦紧等为常见症的证候。"			"P"
"26"	"03"	330	"KCDOM-3"	"U63.6"	"Dryness-phlegm Pattern"	"燥痰證"		"조담증"	"a Pattern due to accumulation of drynessheat and phlegm-turbidity in the lung, marked by cough with scanty sticky sputum difficult to spit out, or blood streaked sputum, chest pain with oppression feeling, dry nose and mouth, tongue with scanty moisture but slimy coating, and thin choppy pulse"				"P"
"26"	"03"	340	"KCDOM-3"	"U63.7"	"Dampness-phlegm Pattern"	"濕痰證"		"습담증"	"a Pattern due to accumulation of dampness phlegm in the lung, marked by cough with profuse expectoration, heaviness sensation of the limbs, feeling of stuffiness in the chest, reduced food intake,
stickiness of the mouth, white slimy tongue coating and slippery pulse"				"P"
"26"	"03"	350	"KCDOM-3"	"U63.3"	"Wind-phlegm Pattern"	"風痰證"		"풍담증"	"a Pattern attributable either to external wind with phlegm or to liver wind with phlegm, marked by expectoration of foamy sputum, fullness and oppression in the chest, dizziness, and distending pain of the head and eyes, or marked by phlegmatic sounds in the throat, numbness of limbs, and even loss of consciousness with aphasia, and deviated eye and mouth"				"P"
"26"	"03"	360	"KCDOM-3 and GB"	"U63.8"	"Pattern of mutual binding of phlegm and qi"	"痰气互结证"		"담기호결증"	"It is caused by the mixture of phlegm and qi with each other. The common clinical manifestations include depressed emotion, insomnia, dreaminess, or obstruction sensation in the throat, fullness and oppression of chest and hypochondrium, excessive sputum, white greasy coating, wiry and slippery pulse, etc."	"痰气相互阻结，以情志抑郁，失眠多梦，或觉喉中有物梗阻，胸胁满闷，痰多，苔白腻，脉弦滑等为常见症的证候。"			"P"
"26"	"03"	400	"KCDOM-3"	"U63.2"	"Pattern of water and dampness"	"水濕泛濫證"		"수습범람증"					"P"
"26"	"03"	410	"KMPC and KCDOM"	6.6	"water retention pattern"	"水飮內停證"	"水毒"	"수음내정증"	"a Pattern marked by edema, oliguria, or accompanied by ascites, pale plump tongue with white slippery coating and soggy relaxed pulse"				"P"
"26"	"04"		"KCDOM-3"	"U62"	"Disease Pattern of Qi-Blood-Yin-Yang"	"氣血陰陽病證"		"기혈음양병증"					"P"
"26"	"04"	100	"KCDOM-3"	"U62.4"	"Pattern of dual deficiency of qi and blood"	"氣血兩虛證"		"기혈양허증"	"a Pattern marked by listlessness, lack of strength, shortness of breath, pale or sallow complexion, dizziness, dimmed vision, pale lips and nails, palpitation, insomnia, pale tongue and weak pulse"				"P"
"26"	"04"	200	"KCDOM-3"	"U62.6"	"Pattern of dual deficiency of qi and yin"	"氣陰兩虛證"		"기음양허증"	"a Pattern marked by listlessness, lack of strength, shortness of breath, reluctance to speak, dry throat and mouth, vexing thirst, flushed cheeks in the afternoon, short voidings of small amount of urine, constipation, emaciation, scanty dry tongue coating and vacuous pulse"				"P"
"26"	"04"	300	"KCDOM-3"	"U62.8"	"Pattern of turbid yin failing to descend"	"濁陰不降證"		"탁음불강증"					"P"
"27"					"Other Patterns"								"P"
"27"	"01"				"Patterns of Fuku Sho"								"P"
"27"	"01"	"001"	"KMPC"	7.01	"deficient abdomen"		"腹力虚"		"Poor development of muscles of the abdominal area, no resilience"		" 腹力が弱いこと"		"P"
"27"	"01"	"002"	"KMPC"	7.02	"between excess and deficient abdomen"		"腹力中等度"		"Between deficient abdomen and excess abdomen"		"intermediate腹力が中等度であること"		"P"
"27"	"01"	"003"	"KMPC"	7.03	"excess abdomen"		"腹力実"		"Good development of muscles of the abdominal area, good resilience"		"腹力が強いこと "		"P"
"27"	"01"	"004"	"KMPC"	7.04	"fukubo-boman OR abdominal fullness"		"腹部膨満"		"Swollen condition of the abdomen"		"腹部が大きく硬いこと"		"P"
"27"	"01"	"005"	"KMPC"	7.05	"stomach fluid retention"		"胃内停水"		"Sound that can be heard continuously over the swollen stomach"		"心下部に振動を与えると聞こえる水の揺れ 
る音
"		"P"
"27"	"01"	"006"	"KMPC"	7.06	"shinkahiko, epigastric tightness and resistance"		"心下痞鞕"		"Blocked sensation of the epigastralgia accompanied by localized stiffness"		"心下部の痞硬"		"P"
"27"	"01"	"007"	"KMPC"	7.07	"kyokyokuman"		"胸脇苦満"		"Sensation of tense swollenness of the chest and lower ribcage"		"胸肋下部の抵抗と不快感"		"P"
"27"	"01"	"008"	"KMPC"	7.08	"fukubudoki OR abdominal pulsation"		"腹部動悸"		"Pulsation in the abdomen of the aorta that can be detected by touch"		"腹部で大動脈が触れること"		"P"
"27"	"01"	"009"	"KMPC"	7.09	"fukurikokyu OR rectus muscle tension"		"腹裏拘急　腹直筋攣急"		"Tense rectus muscle that can be detected by touch from the exterior of the body"		"腹直筋が引きつっていること"		"P"
"27"	"01"	"010"	"KMPC"	7.1	"suprambilical tenderness"		"臍痛点"		"Tender point above the navel"		"13.4.6.1臍痛点 臍直上の抵抗圧痛点 "		"P"
"27"	"01"	"011"	"KMPC"	7.11	"oketsu sign"		"瘀血の圧痛"		"Tenderness of the around navel or inguinal and regarded as a diagnosis of stagnant blood "		"臍近傍の圧痛と抵抗"		"P"
"27"	"01"	"012"	"KMPC"	7.12	"lower abdominal fullness"		"小腹鞕満"		"Hard sensation to the touch accompanied by a subjective feeling of fullness of the lower abdomen"		"下腹部の抵抗と膨満があること"		"P"
"27"	"01"	"013"	"KMPC"	7.13	"lower abdominal cramp"		"小腹急結"		"Subjective severe pain of the lower abdomen, which normally causes difficulty in passing stools"		"左腸骨部の抵抗と鋭い圧痛があること"		"P"
"27"	"01"	"014"	"KMPC"	7.14	"shofukufujin OR lower abdominal numbness"		"小腹不仁"		"Loss of sensation or strength in the lower abdomen"		"下腹部の緊張・抵抗が弱いこと  "		"P"
"27"	"01"	"015"	"KMPC"	7.15	"lower abdominal contracture"		"小腹拘急"		"Feeling of distortion of the lower abdomen"		"腹部が引きつっていること "		"P"
"27"	"01"	"016"	"KMPC"	7.16	"seichushin"		"正中芯"		"Anatomical white line touches the seichu like the lead of a pencil; in many cases below the navel but it could also be above."		"白線に沿って索状物が触れること "		"P"
"27"	"01"	"017"	"KMPC"	7.17	"borborigmus"		"腹鳴"		"Rumbling noise made by the movement of gas inside the intestines"		"腹部消化管雑音が亢進していること"		"P"
"27"	"02"				"Patterns of the Six Stages of Disease Transformation"								"P"
"27"	"02"	100	"GB 95?"	23	"Pattern of taiyang disease"	"太阳病证"			"It refers to syndrome caused by the invasion of pathogenic wind cold into the skin that leads to struggle between healthy qi and pathogenic factors at the superficial layer of the skin."	"风寒之邪侵犯人体肤表，正邪抗争于肤表浅层所表现的证候。"			"P"
"27"	"02"	110	"GB 95?"	26	"Pattern of taiyang cold damage"	"太阳伤寒证"			"It is caused by invasion of pathogenic wind and cold into the taiyang meridian, among which cold is the main pathogenic factor, leading to suppression of defense yang and stagnation of interstitial space. The common clinical manifestations include aversion to cold, fever, no sweating, pain of the head and body, floating and tight pulse, etc."	"以寒邪为主的风寒之邪侵犯太阳经脉，卫阳被遏，肌表闭伏，以恶寒、发热、无汗、头身疼痛、脉浮紧等为常见症的证候。"			"P"
"27"	"02"	120	"GB 95?"	29	"Pattern of taiyang blood amassment"	"太阳蓄血证"			"It is caused by unrelieved taiyang syndrome and interior invasion of pathogenic heat that coagulates with blood stasis in the lower abdomen. The common clinical manifestations include acute spasm or rigid fullness of the lower abdomen, involuntary dribbling of urine, mania, forgetfulness, black stool, deep and unsmooth pulse or deep and knotted pulse, etc."	"太阳经证不解，邪热内传，与瘀血相结于少腹，以少腹急结或硬满，小便自利，如狂或发狂，善忘，大便色黑，脉沉涩或沉结等为常见症的证候。"			"P"
"27"	"02"	130	"GB 95?"	28	"Pattern of taiyang water amassment"	"太阳蓄水证"			"It is caused by taiyang syndrome that is not relieved and consequently leads to coagulation of pathogenic factors and water, dysfuntion of qi transformation of bladder and retention of the body fluid. The common clinical manifestations include fever, aversion to cold, dysuria, fullness of lower abdomen, diabetes, vomiting right after drinking of water, and floating pulse or floating rapid pulse, etc."	"太阳经证不解，邪与水结，膀胱气化不利，水液停蓄，以发热恶寒，小便不利，少腹满，消渴，水入即吐，脉浮或浮数等为常见症的证候。"			"P"
"27"	"02"	140	"GB 95?"	25	"Pattern of taiyang wind stroke"	"太阳中风证"			"It is caused by invasion of pathogenic wind and cold into the taiyin meridian, and among which pathogenic wind is the main pathogenic factor, leading to excess of defense qi and deficiency of nutrient qi. The common clinical manifestations include fever, aversion to wind, sweating, slow and floating pulse, etc."	"以风邪为主的风寒之邪侵犯太阳经脉，卫强营弱，以发热、恶风、汗出、脉浮缓等为常见症的证候。"			"P"
"27"	"02"	150	"GB 95?"	27	"Pattern of taiyang fu-organ"	"太阳腑证"			"It refers to syndrome caused by taiyang syndrome that is not relieved and leads to invasion of pathogenic factors into its corresponding fu-organ from the exterior of the taiyang meridian."	"太阳经证不解，病邪由太阳之表内传其腑所表现的证候。"			"P"
"27"	"02"	200	"KMPC and GB"	5.2	"Yangming stage"	"阳明病证"	"陽明病"		"A stage of febrile diseases with exuberant yang and dryness-heat in the stomach and intestines occurring in the course of an externally contracted disease, manifested by abdominal distention with constipation, tidal fever and deep and replete pulse."	"伤寒病发展过程中，阳热亢盛，胃肠燥热所表现的证候。"	"「胃家実」を目標とし、裏証を呈する病期"		"P"
"27"	"02"	210	"GB 95?"	32	"Pattern of yangming fu-organ"	"阳明腑证"			"It is caused by superabundant pathogenic heat that coagulates with draff in the intestine, resulting in dry stool accumulation in the intestine. The common clinical manifestations include afternoon tidal fever, sweating of hands and feet, distension, fullness and pain around umbilicus, constipation, deep and excess pulse, etc."	"邪热内盛，与肠中糟粕相搏，燥屎内结，以日晡潮热，手足汗出，脐腹胀满疼痛，大便秘结，脉沉实等为常见症的证候。"			"P"
"27"	"02"	300	"KMPC and GB"	5.3	"Shaoyang stage"	"少阳病证"	"少陽病"		"A stage of febrile diseases in which the pathogen exists between the exterior and interior of the body, marked by alternate fever and chills, fullness and choking feeling in the chest and hypochondriac region, dry throat and string-like pulse. It is caused by the invasion of pathogenic factors into the gallbladder, which is the fu-organ of shaoyang, that leads to dysfunction of the gallbladder and disorder of meridian qi."	"邪犯少阳胆腑，枢机不运，经气不利，以寒热往来，口苦、咽干、目眩等为常见症的证侯。"	" 
「口苦、咽乾、目弦」を目標とし、半表半裏証 
を呈する病期"		"P"
"27"	"02"	310	"GB 95?"	36	"Pattern of shaoyin cold transformation"	"少阴寒化证"			"It is caused by deficiency of yang qi in the shaoyin meridian, resulting in transformation of cold with yin after interior invasion of pathogenic factors and superabundance of yin cold. The common clinical manifestations include no fever, aversion to cold, faint thin pulse, frequent desire for sleep, cold limbs, diarrhea, etc."	"少阴阳气虚衰，病邪入内从阴化寒，阴寒独盛，以无热恶寒，脉微细，但欲寐，肢厥，下利等为常见症的证候。"			"P"
