ORPHA|ORPHANAME|CONCEPTID|TITLE|SHORT DEFINITION
97340|Hunter-McAlpine craniosynostosis|http://who.int/icd#10791_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Hunter-McAlpine craniosynostosis [5q35.2 duplication]|"Hunter-McAlpine craniosynostosis is a syndrome characterised by craniosynostosis, intellectual deficit, short stature, facial dysmorphology (oval face with almond-shaped palpebral fissures, droopy eyelids and a small nose) and minor distal anomalies. "
97341|Persistent placoid maculopathy|http://who.int/icd#10082_378b7cb7_5b17_422d_b68b_e793f5e48664|Persistent placoid maculopathy|"Persistent placoid maculopathy is an eye disease characterised by white plaque-like lesions involving the macula but sparing the peripapillary areas of both eyes, choroidal neovascularization (CNV) or pigmentary mottling. "
97352|Pellagra|http://who.int/icd#E52|Niacin deficiency [pellagra]|"Pellagra is a nutritional disorder caused by a deficiency in niacin (vitamin B3) or its precursor (tryptophan) that is mainly observed in Asia and Africa where it is generally due to poor nutrition. It is characterized by dermatitis (symmetrical photodistributed erythema that may be accompanied by vesicles and bullae, and that develops into hyperkeratotic and hyperpigmented skin), gastrointestinal symptoms (diarrhea), and neuropsychiatric disorders (dementia). It can be life-threatening without a correct management."
97354|Wernicke's encephalopathy|http://who.int/icd#E51.2|Wernicke encephalopathy|"Wernicke's encephalopathy is an acute neuropsychiatric syndrome characterized by nystagmus, ophthalmoplegia, changes in the mental status, an uncoordinated gait and truncal ataxia. Wernicke's encephalopathy is usually accompanied or followed by Korsakoff's syndrome/Korsakoff's dementia (a continuum of Wernicke's encephalopathy characterized by severe memory defects, ataxia, apathy, disorientation, confabulations, hallucinations, paralysis of muscles controlling the eye and coma). The disorder results from a deficiency in vitamin B1, and mostly occurs in adults with a history of alcohol abuse or in patients with AIDS."
97355|Parkinsonism with dementia of Guadeloupe|http://who.int/icd#17610_588c79f3_df65_43e0_903d_add110bf20de|Parkinsonism with dementia of Guadeloupe|"Parkinsonism with dementia of Guadeloupe is a parkinsonian syndrome characterised by symmetrical bradykinesia, predominantly axial rigidity, postural instability with early falls and cognitive decline with prominent features of frontal lobe dysfunction. "
97360|Robinow syndrome|http://who.int/icd#9724_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Robinow syndrome|"Robinow syndrome is a rare genetic syndrome characterized by limb shortening and abnormalities of the head, face and external genitalia. Two forms of the syndrome with different patterns of inheritance and variable frequency of clinical signs have been described: a milder autosomal dominant form (autosomal dominant Robinow syndrome) and a more severe autosomal recessive form (autosomal recessive Robinow syndrome). "
97367|Renal tubular dysgenesis due to twin-twin transfusion|http://who.int/icd#14553_07368d94_d861_421b_b2a0_264c49b96108|Renal tubular dysgenesis due to twin-twin transfusion|"Renal tubular dysgenesis due to twin-twin transfusion syndrome (TTTS; ) is an acquired form of renal tubular dysgenesis  that develops in donor fetuses due to the uneven shunting of growth factor and nutrients to the kidney of the recipient and is characterized by absent or poorly developed proximal tubules, persistent oligohydramnios and consequently the Potter sequence (facial dysmorphism with large and flat low-set ears, lung hypoplasia, arthrogryposis and limb positioning defects).'"
97927|Peripheral resistance to thyroid hormones|http://who.int/icd#869_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Hypothyroidism due to peripheral resistance to thyroid hormones|"Peripheral resistance to thyroid hormones may be a cause of permanent congenital hypothyroidism, a permanent thyroid hormone deficiency that is present from birth, although he majority of cases are asymptomatic."
98375|Autoimmune hemolytic anemia|http://who.int/icd#D59.1|Autoimmune haemolytic anaemia due to warm antibodies|"Autoimmune hemolytic anemia (AIHA) is an autoimmune disorder in which various types of auto-antibodies are directed against red blood cells causing their survival to be shortened and resulting in hemolytic anemia. AIHA can be primary (idiopathic), secondary to infection or associated with diseases such as B-cell lymphomas, other systemic or organ-specific autoimmune diseases, Hodgkin's disease, hepatitis or primary immunodeficiencies, or, in the case of drug-induced AIHA, caused by a reaction to drugs."
98428|Secondary polycythemia|http://who.int/icd#D75.1|Secondary polycythaemia|Secondary polycythemia is an elevated absolute red blood cell mass caused by enhanced stimulation of red blood cell production by an otherwise normal erythroid lineage that may be congenital or acquired. 
98434|Hereditary combined deficiency of vitamin K-dependent clotting factors|http://who.int/icd#1463_ea0b2e17_d398_4474_8ed0_c2b2ced85d96|Combined deficiency of vitamin K-dependent clotting factors|"Hereditary combined vitamin K-dependent clotting factors deficiency (VKCFD) is a congenital bleeding disorder resulting from variably decreased levels of coagulation factors II, VII, IX and X, as well as natural anticoagulants protein C, protein S and protein Z. "
98625|Superficial corneal dystrophy|http://who.int/icd#3096_599a597b_6a33_44a6_bf97_915e75834e46|Anterior corneal dystrophy|"The superficial corneal dystrophies refer to a group of rare genetically determined corneal dystrophies (CDs) characterized by lesions affecting the corneal epithelium and its basement membrane and the superficial corneal stroma, and variable effects on vision depending on the type of dystrophy."
98626|Stromal corneal dystrophy|http://who.int/icd#3108_599a597b_6a33_44a6_bf97_915e75834e46|Stromal corneal dystrophy|"The stromal corneal dystrophies refer to a group of rare genetically determined corneal dystrophies (CDs) characterized by lesions affecting the corneal stroma, and variable effects on vision depending on the type of dystrophy."
98627|Posterior corneal dystrophy|http://who.int/icd#3120_599a597b_6a33_44a6_bf97_915e75834e46|Posterior corneal dystrophy|"Posterior corneal dystrophies refers to a group of rare genetically determined corneal dystrophies (CDs) characterized by lesions affecting the corneal endothelium and Descemet membrane, and variable effects on vision depending on the type of dystrophy."
98755|Spinocerebellar ataxia type 1|http://who.int/icd#12450_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 1|"Spinocerebellar ataxia type 1 (SCA1) is a subtype of type I autosomal dominant cerebellar ataxia (ADCA type I) characterized by dysarthria, writing difficulties, limb ataxia, and commonly nystagmus and saccadic abnormalities. "
98756|Spinocerebellar ataxia type 2|http://who.int/icd#12465_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 2|"Spinocerebellar ataxia type 2 (SCA2) is a subtype of type I autosomal dominant cerebellar ataxia (ADCA type I) characterized by truncal ataxia, dysarthria, slowed saccades and less commonly ophthalmoparesis and chorea. "
98757|Spinocerebellar ataxia type 3 [Machado-Joseph disease]|http://who.int/icd#12480_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 3|"Spinocerebellar ataxia type 3 (SCA3), also known as Machado-Joseph disease, is the most common subtype of type 1 autosomal dominant cerebellar ataxia (ADCA type 1), a neurodegenerative disorder, and is characterized by ataxia, external progressive ophthalmoplegia, and other neurological manifestations. "
98759|Spinocerebellar ataxia type 17|http://who.int/icd#12555_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 17|"Spinocerebellar ataxia type 17 (SCA17) is a rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by a variable clinical picture which can include dementia, psychiatric disorders, parkinsonism, dystonia, chorea, spasticity, and epilepsy. "
98760|Spinocerebellar ataxia type 8|http://who.int/icd#12570_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 8|Spinocerebellar ataxia type 8 (SCA8) is a subtype of type I autosomal dominant cerebellar ataxia (ADCA type I) characterized by cerebellar ataxia and cognitive dysfunction in almost three quarters of patients and pyramidal and sensory signs in approximately a third of patients. 
98761|Spinocerebellar ataxia type 10|http://who.int/icd#12855_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 10|"Spinocerebellar ataxia type 10 (SCA10) is a subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by slowly progressive cerebellar syndrome and epilepsy, sometimes mild pyramidal signs, peripheral neuropathy and neuropsychological disturbances. The most common type of epilepsy is generalized motor seizures, but partial motor or partial complex seizures can occur. "
98762|Spinocerebellar ataxia type 12|http://who.int/icd#12585_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 12|Spinocerebellar ataxia type 12 (SCA12) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by the presence of action tremor associated with relatively mild cerebellar ataxia. Associated pyramidal and extrapyramidal signs and dementia have been reported. 
98763|Spinocerebellar ataxia type 14|http://who.int/icd#12870_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 14|"Spinocerebellar ataxia type 14 (SCA14) is a rare mild subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by slowly progressive ataxia, dysarthria and nystagmus. "
98764|Spinocerebellar ataxia type 27|http://who.int/icd#12600_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 27|"Spinocerebellar ataxia type 27 (SCA27) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by early-onset tremor, dyskinesia, and slowly progressive cerebellar ataxia. "
98765|Spinocerebellar ataxia type 4|http://who.int/icd#12615_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 4|Spinocerebellar ataxia type 4 (SCA4) is a very rare progressive and untreatable subtype of type I autosomal dominant cerebellar ataxia (ADCA type I) characterized by ataxia with sensory neuropathy. 
98768|Spinocerebellar ataxia type 13|http://who.int/icd#12630_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 13|Spinocerebellar ataxia type 13 (SCA13) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by onset in childhood marked by delayed motor and cognitive development followed by mild progression of cerebellar ataxia. 
98770|Spinocerebellar ataxia type 16|http://who.int/icd#12645_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 16|"Spinocerebellar ataxia type 15/16 (SCA15/16) is a rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by cerebellar ataxia, tremor and cognitive impairment. "
98771|Spinocerebellar ataxia type 18|http://who.int/icd#12660_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 18|Spinocerebellar ataxia type 18 (SCA18) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by sensory neuropathy and cerebellar ataxia. 
98772|Spinocerebellar ataxia type 18|http://who.int/icd#12660_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 19|"Spinocerebellar ataxia type 19 (SCA19) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by mild cerebellar ataxia, cognitive impairment, low scores on the Wisconsin Card Sorting Test measuring executive function, myoclonus, and postural tremor. "
98773|Spinocerebellar ataxia type 21|http://who.int/icd#12690_588c79f3_df65_43e0_903d_add110bf20de|Spinocerebellar ataxia type 21|"Spinocerebellar ataxia type 21 (SCA21) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by slowly progressive cerebellar ataxia, mild cognitive impairment, postural and/or resting tremor, bradykinesia, and rigidity."
98805|"Primary dystonia, DYT4 type"|http://who.int/icd#1830_ce88e999_ba9e_41b4_8d8a_b63046b652da|"Primary dystonia, DYT4 type"|DYT4 type primary dystonia is characterized by predominantly laryngeal dystonia (manifesting as whispering dysphonia) and cervical dystonia (manifesting as torticollis). 
98806|"Primary dystonia, DYT6 type"|http://who.int/icd#1800_ce88e999_ba9e_41b4_8d8a_b63046b652da|"Primary dystonia, DYT6 type"|"Primary dystonia DYT6 type is a genetic dystonia syndrome characterized by focal, predominantly cranio-cervical dystonia with dysarthria and dysphagia, or limb dystonia in some cases. "
98807|"Primary dystonia, DYT13 type"|http://who.int/icd#1815_ce88e999_ba9e_41b4_8d8a_b63046b652da|"Primary dystonia, DYT13 type"|"DYT13 type primary dystonia is characterized by focal or segmental dystonia with cranial, cervical, or upper limb involvement. "
98841|Anaplastic large cell lymphoma|http://who.int/icd#605_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Anaplastic large cell lymphoma|"Large cell anaplastic lymphomas account for approximately 10% of pediatric lymphomas, and are characterized by peripheral, mediastinal, or abdominal lymph node involvement, frequent general signs (fever), and frequent cutaneous and visceral disease. "
98848|Indolent systemic mastocytosis|http://who.int/icd#10252_07368d94_d861_421b_b2a0_264c49b96108|Indolent systemic mastocytosis|Indolent systemic mastocytosis is a benign form of systemic mastocytosis characterized by an abnormal proliferation of mast cells either only in bone marrow or in numerous tissues. It represents 90% of cases of systemic mastocytosis. 
98849|Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease|http://who.int/icd#10285_07368d94_d861_421b_b2a0_264c49b96108|Systemic mastocytosis with an associated clonal haematologic non-mast cell lineage disease|Systemic mastocytosis with an associated clonal hematological non-mast cell lineage disease is a form of systemic mastocytosis associated with malignancy (other than mast cell leukemia; see this term). It represents less than 10% of cases of systemic mastocytosis. 
98850|Aggressive systemic mastocytosis|http://who.int/icd#10296_07368d94_d861_421b_b2a0_264c49b96108|Aggressive systemic mastocytosis|Aggressive systemic mastocytosis is a severe and rare form of systemic mastocytosis characterized by considerable infiltration of mast cells in different tissues. It represents less than 10% of cases of systemic mastocytosis.  
98851|Mast cell leukemia|http://who.int/icd#C94.3|Mast cell leukaemia|"Mast cell leukemia is a malignant form of systemic mastocytosis (SM) characterized, most of the time, by the presence of circulating mast cells, together with by an important infiltration of bone marrow and often of blood by abnormal mast cells. In nearly all patients, cutaneous lesions are absent. "
98856|Charcot-Marie-Tooth disease type 2B1|http://who.int/icd#16785_588c79f3_df65_43e0_903d_add110bf20de|Charcot-Marie-Tooth disease type 2B1|"Charcot-Marie-Tooth disease, type 2B1 (CMT2B1, also referred to as CMT4C1) is an axonal CMT peripheral sensorimotor polyneuropathy that has been described exclusively in families originating from North-Western Africa, with onset in the second decade of life. The disease course and severity are variable, even between affected members of the same family."
98861|"Primary ciliary dyskinesia, Kartagener type"|http://who.int/icd#17359_378b7cb7_5b17_422d_b68b_e793f5e48664|"Primary ciliary dyskinesia, Kartagener type"|"Primary ciliary diskinesia, Kartagener type is an autosomal recessive variant of primary cilia dyskinesia  which associates respiratory disorders (chronic bronchorrhea with bronchoectasis and chronic sinusitis) with situs inversus. Men may present with infertility because of immotile sperm."
98878|Hemophilia A|http://who.int/icd#D66|Haemophilia A|"Hemophilia A is the most common form of hemophilia characterized by spontaneous or prolonged hemorrhages due to factor VIII deficiency. Depending on the extent of the factor VIII deficiency, it can be severe (biological activity of factor VIII below 1%), moderately severe (activity of factor VIII between 1% and 5%),  or mild (activity of factor VIII between 5 and 40%)."
98879|Hemophilia B|http://who.int/icd#D67|Haemophilia B|"Hemophilia B is a form of hemophilia characterized by spontaneous or prolonged hemorrhages due to factor IX deficiency. Depending on the extent of the factor IX deficiency, it can be severe (biological activity of factor IX below 1%), moderately severe (activity of factor IX between 1% and 5%),  or mild (activity of factor IX between 5 and 40%)."
98880|Familial afibrinogenemia|http://who.int/icd#15774_07368d94_d861_421b_b2a0_264c49b96108|Familial afibrinogenaemia|Familial afibrinogenemia is a coagulation disorder characterized by bleeding symptoms due to a complete absence of circulating fibrinogen. 
98881|Familial dysfibrinogenemia|http://who.int/icd#15785_07368d94_d861_421b_b2a0_264c49b96108|Familial dysfibrinogenaemia|Familial dysfibrinogenemia is a coagulation disorder characterized by a bleeding tendency due to a functional anomaly of circulating fibrinogen. 
98892|Periventricular nodular heterotopia|http://who.int/icd#4829_07368d94_d861_421b_b2a0_264c49b96108|Periventricular nodular heterotopia|"Periventricular nodular heterotopia (PNH) is a brain malformation, due to abnormal neuronal migration, in which a subset of neurons fails to migrate into the developing cerebral cortex and remains as nodules that line the ventricular surface. Classical PNH is a rare X-linked dominant disorder far more frequent in females who present normal intelligence to borderline intellectual deficit, epilepsy of variable severity and extra-central nervous system signs, especially cardiovascular defects or coagulopathy. The disorder is generally associated with prenatal lethality in males."
98895|Becker muscular dystrophy|http://who.int/icd#539_e9c55f4e_825c_45d7_ba2c_0fdc673d688a|Benign dystrophin-deficient Becker muscular dystrophy|"Becker muscular dystrophy (BMD) is a neuromuscular disease characterized by progressive muscle wasting and weakness due to degeneration of skeletal, smooth and cardiac muscle. BMD primarily affects males but a small percentage of female carriers manifest milder forms of the disease."
98896|Duchenne muscular dystrophy|http://who.int/icd#528_e9c55f4e_825c_45d7_ba2c_0fdc673d688a|Severe dystrophin-deficient Duchenne muscular dystrophy|"Duchenne muscular dystrophy (DMD) is a neuromuscular disease characterized by rapidly progressive muscle weakness and wasting due to degeneration of skeletal, smooth and cardiac muscle. DMD primarily affects males and females are usually asymptomatic but a small percentage of female carriers manifest milder forms of the disease."
98902|Amish nemaline myopathy|http://who.int/icd#11775_588c79f3_df65_43e0_903d_add110bf20de|Amish nemaline myopathy|"Amish nemaline myopathy is a type of nemaline myopathy only observed in several families of the Amish community. It has a neonatal onset and patients present with hypotonia associated to contractures, a severe pectus carinatum, and tremor that subsides after 2-3 months of age. Life expectancy rarely exceeds 2 years as a consequence of severe respiratory insufficiency. "
98916|Acute inflammatory demyelinating polyneuropathy|http://who.int/icd#G61.0|Acute inflammatory demyelinating polyradiculoneuropathy|"Acute inflammatory demyelinating polyradiculoneuropathy (AIDP) is an inflammatory neuropathy belonging to the clinical spectrum of Guillain-Barré syndrome. It evolves in three phases: acute, with rapidly progressive muscle weakness from feet and progressing upwards, that may cause acute neuromuscular paralysis, acute respiratory failure and life-threatening aspiration; stabilisation, while other manifestations (cardiac arrhythmias, hyper/hypotension and gastric dysmotility) may occur; and recovery phase, when  but sequelae may occur."
98917|Acute motor sensory axonal neuropathy|http://who.int/icd#10650_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|Acute motor-sensory axonal neuropathy|"Acute motor-sensory axonal neuropathy (AMSAN) is a motor-sensory, axonal form of Guillain-Barré syndrome with a clinical picture (muscle weakness and sensory deficits) similar to that of the more frequent demyelinating form of GBS (acute inflammatory demyelinating polyradiculoneuropathy; AIDP) but with a more severe disease course."
98918|Acute motor axonal neuropathy|http://who.int/icd#10635_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|Acute motor axonal neuropathy|"Acute motor axonal neuropathy (AMAN) is a pure motor axonal form of Guillain-Barré syndrome with a more severe clinical course, with an increased number of patients requiring artificial ventilation due to respiratory involvement but without sensory deficit."
98919|Miller-Fisher syndrome|http://who.int/icd#10680_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|Miller-Fisher syndrome|"Miller-Fisher syndrome (MFS) is a rare cranial nerve variant of Guillain-Barré syndrome, and is characterized by the clinical triad of acute onset of gait ataxia, areflexia, and ophthalmoplegia."
98954|Meesmann corneal dystrophy|http://who.int/icd#3156_599a597b_6a33_44a6_bf97_915e75834e46|Meesmann juvenile epithelial corneal dystrophy|"Meesmann corneal dystrophy (MECD) is a rare form of superficial corneal dystrophy characterized by distinct tiny bubble-like, round-to-oval punctate bilateral opacities in the central corneal epithelium, and to a lesser extent in the peripheral cornea, with little impact on vision."
98955|Lisch epithelial corneal dystrophy|http://who.int/icd#3168_599a597b_6a33_44a6_bf97_915e75834e46|"Corneal dystrophy, Lisch type"|"Lisch epithelial corneal dystrophy (LECD) is a very rare form of superficial corneal dystrophy characterized by feather-shaped opacities and microcysts in the corneal epithelium arranged in a band-shaped and sometimes whorled pattern, occasionally with impaired vision."
98957|Gelatinous drop-like corneal dystrophy|http://who.int/icd#3192_599a597b_6a33_44a6_bf97_915e75834e46|Gelatinous drop-like corneal dystrophy|"Gelatinous drop-like corneal dystrophy (GDCD) is a form of superficial corneal dystrophy characterized by multiple prominent milky-white gelatinous nodules beneath the corneal epithelium, and marked visual impairment."
98959|Subepithelial mucinous corneal dystrophy|http://who.int/icd#3216_599a597b_6a33_44a6_bf97_915e75834e46|Subepithelial mucinous corneal dystrophy|"Subepithelial mucinous corneal dystrophy (SMCD) is a very rare form of superficial corneal dystrophy characterized by frequent recurrent corneal erosions in the first decade of life, with progressive loss of vision."
98960|Thiel-Behnke corneal dystrophy|http://who.int/icd#3228_599a597b_6a33_44a6_bf97_915e75834e46|"Corneal dystrophy, Thiel-Behnke type"|"Thiel-Behnke corneal dystrophy (TBCD) is a rare form of superficial corneal dystrophy characterized by sub-epithelial honeycomb-shaped corneal opacities in the superficial cornea, and progressive visual impairment."
98961|Reis-B¸cklers corneal dystrophy|http://who.int/icd#3240_599a597b_6a33_44a6_bf97_915e75834e46|"Corneal dystrophy, Reis-Buckler type"|"Reis-Bücklers corneal dystrophy (RBCD), also known as granular corneal dystrophy type III, is a rare form of superficial corneal dystrophy characterized by bilateral symmetrical reticular opacities in the superficial central cornea, with progressive visual impairment."
98962|Granular corneal dystrophy type I|http://who.int/icd#3252_599a597b_6a33_44a6_bf97_915e75834e46|"Corneal dystrophy, Groenouw type"|"Type 1 granular corneal dystrophy (GCD1) is a rare form of stromal corneal dystrophy  characterized by multiple small deposits in the superficial central corneal stroma, and progressive visual impairment, which may sometimes be severe."
98963|Granular corneal dystrophy type II|http://who.int/icd#3264_599a597b_6a33_44a6_bf97_915e75834e46|"Corneal dystrophy, Avellino type"|"Type 2 granular corneal dystrophy (GCD2) is a rare form of stromal corneal dystrophy  characterized by irregular-shaped well-demarcated granular deposits in the superficial central corneal stroma, and progressive visual impairment."
98964|Lattice corneal dystrophy type I|http://who.int/icd#3276_599a597b_6a33_44a6_bf97_915e75834e46|Lattice corneal dystrophy type 1|Type 1 lattice corneal dystrophy (LCDI) is a frequent form of stromal corneal dystrophy  characterized by a network of delicate interdigitating branching filamentous opacities within the cornea with progressive visual impairment and no systemic manifestations.
98965|Lattice corneal dystrophy type II|http://who.int/icd#3288_599a597b_6a33_44a6_bf97_915e75834e46|Lattice corneal dystrophy type 3a|Type II lattice corneal dystrophy (LCD2) is a rare form of stromal corneal dystrophy  characterized by a network of delicate interdigitating branching filamentous opacities within the cornea with late-onset visual impairment and multiple systemic manifestations.
98967|Schnyder corneal dystrophy|http://who.int/icd#3312_599a597b_6a33_44a6_bf97_915e75834e46|Schnyder crystalline corneal dystrophy|"Schnyder corneal dystrophy (SCD) is a rare form of stromal corneal dystrophy  characterized by corneal clouding or crystals within the corneal stroma, and a progressive decrease in visual acuity."
98969|Macular corneal dystrophy|http://who.int/icd#H18.55|Macular corneal dystrophy|"Macular corneal dystrophy (MCD) is a rare, severe form of stromal corneal dystrophy  characterized by bilateral ill-defined cloudy regions within a hazy stroma, and eventually severe visual impairment."
98970|Fleck corneal dystrophy|http://who.int/icd#3336_599a597b_6a33_44a6_bf97_915e75834e46|"Corneal flecked dystrophy, François-Neetens type"|"Fleck corneal dystrophy (FCD) is a rare generally asymptomatic form of stromal corneal dystrophy  characterized by multiple asymptomatic, non-progressive opacities disseminated throughout the corneal stroma with no effect on visual acuity."
98971|Posterior amorphous corneal dystrophy|http://who.int/icd#3372_599a597b_6a33_44a6_bf97_915e75834e46|Posterior amorphous corneal dystrophy|Posterior amorphous corneal dystrophy (PACD) is a very rare form of stromal corneal dystrophy  characterized by irregular amorphous sheet-like opacities in the posterior corneal stroma and in Descemet membrane and mildly impaired vision.
98972|Central cloudy dystrophy of Francois|http://who.int/icd#3384_599a597b_6a33_44a6_bf97_915e75834e46|Central cloudy corneal dystrophy of François|"Central cloudy dystrophy of FranÁois is a very rare form of stromal corneal dystrophy  characterized by polygonal or rounded stromal opacities surrounded by clear tissue, and generally no effect on vision."
98973|Posterior polymorphous corneal dystrophy|http://who.int/icd#3396_599a597b_6a33_44a6_bf97_915e75834e46|Posterior polymorphous corneal dystrophy|"Posterior polymorphous corneal dystrophy (PPCD) is a rare mild subtype of posterior corneal dystrophy  characterized by small aggregates of apparent vesicles bordered by a gray haze at the level of Descemet membrane, generally with no effect on vision."
98974|Fuchs endothelial corneal dystrophy|http://who.int/icd#3408_599a597b_6a33_44a6_bf97_915e75834e46|Fuchs endothelial corneal dystrophy|"Fuchs endothelial corneal dystrophy (FECD) is the most frequent form of posterior corneal dystrophy  and is characterized by excrescences on a thickened Descemet membrane (corneal guttae), generalized corneal edema, with gradually decreased visual acuity."
98975|Congenital hereditary endothelial dystrophy I|http://who.int/icd#3420_599a597b_6a33_44a6_bf97_915e75834e46|Congenital hereditary endothelial dystrophy|"Congenital hereditary endothelial dystrophy I (CHED I) is a rare subtype of posterior corneal dystrophy  characterized by a diffuse ground-glass appearance of the corneas and marked corneal thickening from birth or infancy without nystagmus, with blurred vision."
98978|Axenfeld's anomaly|http://who.int/icd#5874_07368d94_d861_421b_b2a0_264c49b96108|Axenfeld anomaly|"Axenfeld's anomaly is a rare congenital ocular defect caused by anterior segment dysgenesis and is characterized by anteriorly displaced Schwalbeís line and iris bands extending into the cornea. In contrast, Riegerís anomaly  includes characteristic iris and pupil anomalies."
98979|Chandler syndrome|http://who.int/icd#9992_378b7cb7_5b17_422d_b68b_e793f5e48664|Chandler syndrome|"Chandler syndrome, the most frequent clinical variant of iridocorneal endothelial (ICE) syndrome , is characterized by very few iris abnormalities but more severe corneal edema and less severe secondary glaucoma than seen in the other two ICE syndrome variants: Cogan-Reese syndrome and essential iris atrophy (see these terms)."
98980|Cogan-Reese syndrome|http://who.int/icd#10007_378b7cb7_5b17_422d_b68b_e793f5e48664|Cogan-Reese syndrome|"Cogan-Reese syndrome is a clinical variant of iridocorneal endothelial (ICE) syndrome  characterized by variable iris atrophy, pigmented and pedunculated nodules on the iris and corneal abonormalities. Secondary glaucoma is also a common complication of the disease."
98981|Essential iris atrophy|http://who.int/icd#10022_378b7cb7_5b17_422d_b68b_e793f5e48664|Progressive essential iris atrophy|"Essential iris atrophy is a clinical variant of iridocorneal endothelial (ICE) syndrome , characterized by progressive iris atrophy and holes present on the surface of the iris, corneal edema, corectopia, uveal ectropion and anterior synechiae. Secondary glaucoma is also a common complication of the disease."
99015|X-linked spastic paraplegia type 2|http://who.int/icd#21465_588c79f3_df65_43e0_903d_add110bf20de|Spastic paraplegia type 2|"Spastic paraplegia type 2 (SPG2) is an X-linked leukodystrophy characterized primarily by spastic gait and autonomic dysfunction. When additional central nervous system (CNS) signs, such as intellectual deficit, ataxia, or extrapyramidal signs, are present, the syndrome is referred to as complicated SPG2."
99147|Acquired Von Willebrand syndrome|http://who.int/icd#88_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Acquired von Willebrand disease|"Acquired von Willebrand syndrome is a bleeding disorder marked by the same biological anomalies as those seen in hereditary von Willebrand disease (VWD) but which occurs in association with another underlying pathology, generally in elderly patients without any personal or family history of bleeding anomalies. "
99429|Complete androgen insensitivity syndrome|http://who.int/icd#9878_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Complete peripheral androgen resistance syndrome|"Complete androgen insensitivity syndrome (CAIS) is a form of androgen insensitivity syndrome (AIS), a disorder of sex development (DSD), characterized by the presence of female external genitalia in a 46,XY individual with normal testis development but undescended testes and unresponsiveness to age-appropriate levels of androgens. "
99657|"Primary dystonia, DYT2 type"|http://who.int/icd#1845_ce88e999_ba9e_41b4_8d8a_b63046b652da|"Primary dystonia, DYT2 type"|Primary dystonia DYT2 type is a genetic dystonia syndrome characterized by segmental dystonia that manifests with involuntary posturing affecting predominantly the feet. 
99723|Familial esophageal achalasia|http://who.int/icd#2772_07368d94_d861_421b_b2a0_264c49b96108|Familial primary achalasia|"Familial esophageal achalasia is an inherited form of primary achalasia , a disorder of esophageal mobility, and is characterized by dysphagia due to the inability of the lower esophageal sphincter to relax."
99734|Myotonia fluctuans|http://who.int/icd#11310_588c79f3_df65_43e0_903d_add110bf20de|Myotonia fluctuans|"Myotonia fluctuans is a form of potassium-aggravated myotonia which is cold insensitive, dramatically fluctuating and profoundly worsened by potassium ingestion. "
99735|Myotonia permanens|http://who.int/icd#11325_588c79f3_df65_43e0_903d_add110bf20de|Myotonia permanens|"Myotonia permanens is a very rare, persistent and more severe form of potassium-aggravated myotonia. "
99736|Acetazolamide-responsive myotonia|http://who.int/icd#11340_588c79f3_df65_43e0_903d_add110bf20de|Acetazolamide-responsive myotonia|Acetazolamide-responsive myotonia is a form of potassium-aggravated myotonia  which shows dramatic improvement with the use of acetazolamide (ACZ). 
